date_found,category,level,city,organization,department,job_title,requirements,posted_date,deadline,application_route,source_url,source_type,evidence,suitability_reason,risks,key_hash,status
2026-06-09,今日新发现,B,北京,大兴卫健委,普通高等学校本科,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,博士/博士研究生,2026年7月31,2026年7月31日,招聘系统/网上报名,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育  2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育 专属老师为您提供服务 长按识别二维码保存图片 知道了 北京事业单位招聘 华图教育首页 > 北京事业单位招聘 2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告 人力资源和社会保障部 | 2025-11-20 08:39 收藏 --> --> --> 大兴卫健委招70人公告 --> 按照公开招聘工作有关规定和要求，根据工作需要，国家卫生健康委14家直属和联系单位2026年度拟公开招聘部分工作人员。具体岗位及资格条件等详见《国家卫生健康委直属和联系单位2026年度公开招聘岗位信息表》(附件，以下简称《岗位信息表》)。现将有关事项公告如下： 一、招聘对象及报名条件 (一)招聘对象 1.国内高校应届毕业生：2026年国内高校应届毕业生(不含各类委培生、定向生，含两年择业期内未落实工作单位的高校毕业生)，2026年7月31日前取得毕业证、学位证。京外生源须符合人力资源社会保障部有关在京落户要求。 2.社会人员：毕业时已取得与最高学历对应的毕业证、学位证。具有北京市常住户口(不含北京高校学生集体户口)。 因在京单位落户指标及相关政策要求，部分社会招聘岗位允许符合在京落户条件的博士后出站人员报考，具体要求详,博士要求/博士通道 / 2026发布/招聘 / 有效期线索 / 校招/应届 / 官方/单位来源 / 含博士后需区分,博士后或疑似博士后；命中硬排重基线,cff2cdb37b,excluded
2026-06-09,今日新发现,B,,生物与医药,国家食品安全风险评估中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学 / 生物学 / 医药,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,3 | 国家食品安全风险评估中心 | 风险监测部 | 专业技术岗1 | 92160101 | 专业技术岗 | 十级及以下 | 国内高校应届生 | 1 | 公共卫生与预防医学类（1004），化学类（0703），生物学类（0710），食品科学与工程类（0832），生物与医药类（0860） | 博士研究生 | 京外户口，符合进京落户条件 | 具有未来食品、合成生物等交叉领域所需的生物科学、生物技术、食品科学、化学等方向研究背景者，同等条件下优先。 |,公共卫生 / 预防医学 / 生物学 / 医药 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取；命中硬排重基线,1f4b7ef472,excluded
2026-06-09,今日新发现,B,,m.huatu.com,国家食品安全风险评估中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学 / 兽医,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,4 | 国家食品安全风险评估中心 | 检定中心 | 专业技术岗2 | 92160102 | 专业技术岗 | 十级及以下 | 国内高校应届生 | 1 | 基础兽医学（090601），公共卫生与预防医学类（1004） | 博士研究生 | 京外户口，符合进京落户条件 | 无。 |,公共卫生 / 预防医学 / 兽医 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取；命中硬排重基线,602c2fb848,excluded
2026-06-09,今日新发现,B,,m.huatu.com,中国健康教育中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,10 | 中国健康教育中心 | 报刊管理部 | 《中国健康教育》杂志编辑岗 | 92110103 | 专业技术岗 | 十级及以下 | 国内高校应届生 | 1 | 公共卫生与预防医学类（1004），公共卫生类（1053），临床医学类（1002、1051），社会医学与卫生事业管理（120402），护理学类（1011），护理类（1054） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 1.政治素质较高，保密意识强，责任心强，具有团队合作精神；2.具备良好的口头表达、文字写作及计算机应用能力。 | 聘在专技十级岗位的应具有博士学历学位。,公共卫生 / 预防医学 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,可能要求临床/执业资质；截止日期未抽取,44e955f6fb,candidate
2026-06-09,今日新发现,B,北京,m.huatu.com,具备哲学社会科,1.具备哲学社会科学研究、自然科学研究、高等学校教师、统计系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,14 | 中国健康教育中心 | 监测与评估部 | 监测技术岗 | 92110107 | 专业技术岗 | 中级 | 社会人员 | 1 | 应用统计类（0252），社会学类（0303），统计学类（0714），公共卫生与预防医学类（1004），公共卫生类（1053），心理学类（0402），应用心理类（0454） | 硕士研究生及以上 | 北京市常住户口 | 1.具备哲学社会科学研究、自然科学研究、高等学校教师、统计系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作及计算机应用能力；4.具有大模型、大数据技术或相关工作经验者同等条件下优先。 | 符合在京落户政策条件的博士后出站人员亦可应聘。,公共卫生 / 预防医学 / 目标岗位类型 / 博士要求/博士通道 / 2026发布/招聘 / 官方/单位来源 / 含博士后需区分,博士后或疑似博士后；命中硬排重基线,9df27a1beb,excluded
2026-06-09,今日新发现,B,北京,m.huatu.com,哲学社会科,具备卫生、哲学社会科学研究、自然科学研究、高等学校教师系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作,博士/博士研究生,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,15 | 中国健康教育中心 | 科教与国际合作处 | 科研教学岗 | 92110108 | 专业技术岗 | 中级 | 社会人员 | 1 | 医学（10），教育学类（0401），社会学类（0303），新闻传播学类（0503），新闻与传播类（0552） | 硕士研究生及以上 | 北京市常住户口 | 1.具备卫生、哲学社会科学研究、自然科学研究、高等学校教师系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作及计算机应用能力；4.具有科研教学管理相关工作经验者同等条件下优先。 | 符合在京落户政策条件的博士后出站人员亦可应聘。,目标岗位类型 / 博士要求/博士通道 / 2026发布/招聘 / 官方/单位来源 / 含博士后需区分,博士后或疑似博士后；命中硬排重基线,7696bf4f71,excluded
2026-06-09,今日新发现,B,,国家卫健委,国家卫健委统计信息中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,18 | 国家卫健委统计信息中心 | 调查评价处 | 调查研究与数据分析利用岗 | 92010102 | 专业技术岗 | 十级 | 国内高校应届生 | 1 | 理论经济学类（0201），应用经济学类（0202），公共卫生与预防医学类（1004），公共管理类（1204） | 博士研究生 | 京外户口，符合进京落户条件 | 1.具有较强的研究分析能力；2.熟练掌握SAS\STAT\R等至少一种分析软件。 |,公共卫生 / 预防医学 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取；命中硬排重基线,f2927e18c5,excluded
2026-06-09,今日新发现,B,北京,m.huatu.com,国家卫生健康委项目资金监管服务中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,25 | 国家卫生健康委项目资金监管服务中心 | 国际项目一处 | 项目评价岗 | 92020102 | 管理岗 | 七级及以下 | 社会人员 | 1 | 公共卫生与预防医学类（1004），社会医学与卫生事业管理（120402），公共卫生类（1053） | 硕士研究生及以上 | 北京市常住户口 | 1.至少1年相关工作经验；2.专业基础扎实，逻辑思维清晰，具有扎实的文字表达能力和良好的语言表达能力；3.具有履行职责需要的身体素质，能够并有意愿承担较重的加班、出差任务。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 官方/单位来源,截止日期未抽取,24a10532b8,pending
2026-06-09,今日新发现,B,北京,国家卫生健康委医疗,国家卫生健康委医疗管理服务指导中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,26 | 国家卫生健康委医疗管理服务指导中心 | 办公室 | 办公室文案岗 | 92050101 | 管理岗 | 七级及以下 | 社会人员 | 1 | 公共卫生类（1053），社会医学与卫生事业管理（120402），企业管理（120202，人力资源管理专业） | 硕士研究生及以上 | 北京市常住户口 | 1.政治面貌：中共党员；2.具有党务、人事、纪检、办公室工作经验者，同等条件下优先；3.具有良好的保密意识；4.有较好的沟通协调能力，具备较强的口头表达、文字写作和学习能力。 | 参照中心同等人员确定岗位等级。,公共卫生 / 2026发布/招聘 / 官方/单位来源,截止日期未抽取；命中硬排重基线,bd46163890,excluded
2026-06-09,今日新发现,B,,国家卫生健康委医院管理研究所,国家卫生健康委医院管理研究所,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,29 | 国家卫生健康委医院管理研究所 | 医院评审评价研究部 | 专业技术岗位 | 92140101 | 专业技术岗 | 十二级 | 国内高校应届生 | 1 | 临床医学类（1002），公共卫生与预防医学类（1004），社会医学与卫生事业管理（120402） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 1.较强的语言表达能力，良好的人际沟通能力、组织协调能力；2.良好的文字表达能力及报告撰写经验；3.熟练的数据分析及处理能力；4.良好的英文文献查找及阅读能力。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,可能要求临床/执业资质；截止日期未抽取；命中硬排重基线,dfeaf1c0fc,excluded
2026-06-09,今日新发现,B,北京,m.huatu.com,国家卫生健康委职业安全卫生研究中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,32 | 国家卫生健康委职业安全卫生研究中心 | 职业卫生检测与评价室 | 职业卫生评价 | 92080103 | 专业技术岗 | 十二级 | 国内高校应届生 | 1 | 公共卫生与预防医学类（1004），公共卫生类（1053） | 硕士研究生 | 北京市常住户口 | 无。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取,d669dedfb3,pending
2026-06-09,今日新发现,B,,m.huatu.com,,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生 / 预防医学 / 药学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,45 | 健康报社有限公司 | 行业发展采编部 | 记者编辑岗 | 92040101 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 新闻传播学类（0503），新闻与传播类（0552），中国语言文学类（0501），公共卫生与预防医学类（1004），药学类（1007），护理学类（1011） | 硕士研究生 | 京外户口，符合进京落户条件 | 无。 | 招聘单位为国有企业单位。聘用人员与企业签订劳动合同，享受企业人员薪资和待遇。,公共卫生 / 预防医学 / 药学 / 2026发布/招聘 / 校招/应届 / 薪资/待遇潜力 / 官方/单位来源,截止日期未抽取,006d7afceb,pending
2026-06-09,今日新发现,B,,m.huatu.com,医学教育中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,基础医学 / 公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,57 | 人民卫生出版社有限公司 | 医学教育中心高等医学教育部 | 医学编辑 | 92030104 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 基础医学类（1001），临床医学类（1002、1051），口腔医学类（1003、1052），公共卫生与预防医学类（1004、1053），中西医结合类（1006），法医学类（1012） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,基础医学 / 公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,可能要求临床/执业资质；截止日期未抽取,fdb073cbc4,pending
2026-06-09,今日新发现,B,,m.huatu.com,医学学术编辑中心（期刊编辑出版中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,基础医学 / 公共卫生 / 预防医学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,61 | 人民卫生出版社有限公司 | 医学学术编辑中心（期刊编辑出版中心）期刊编辑部 | 医学编辑 | 92030108 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 临床医学类（1002、1051），公共卫生与预防医学类（1004、1053），基础医学类（1001） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,基础医学 / 公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,可能要求临床/执业资质；截止日期未抽取,76b3829de8,pending
2026-06-09,今日新发现,B,,m.huatu.com,药学中心,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,药学,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,62 | 人民卫生出版社有限公司 | 药学中心 | 医学编辑 | 92030109 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 药学类（1007、1055） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,药学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取,8355800ea8,pending
2026-06-09,今日新发现,B,,m.huatu.com,综合部门,2026年国家卫生健康委直属和联系单位公开招聘工作人员68人公告_公务员考试_华图教育,公共卫生,,,见来源链接,https://m.huatu.com/sydw/2025/1120/2840459.html,company_or_other,65 | 中国人口与健康出版社有限公司 | 综合部门 | 卫生管理岗 | 92120103 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 公共卫生类（1053），流行病与卫生统计学（100401） | 硕士研究生 | 京外户口，符合进京落户条件 | 无。 |,公共卫生 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,截止日期未抽取,73a0b65acf,pending
2026-06-09,今日新发现,B,北京,thepaper.cn,普通高等学校本科,【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_澎湃号·政务_澎湃新闻-The Paper,博士/博士研究生,2026年7月31,2026年7月31日,招聘系统/网上报名,https://www.thepaper.cn/newsDetail_forward_32017857,company_or_other,【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_澎湃号·政务_澎湃新闻-The Paper  【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_澎湃号·政务_澎湃新闻-The Paper 下载客户端 登录 无障碍 +1 【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告 2025-11-23 12:06 来源： 澎湃新闻·澎湃号·政务 字号 按照公开招聘工作有关规定和要求，根据工作需要，国家卫生健康委14家直属和联系单位2026年度拟公开招聘部分工作人员。具体岗位及资格条件等详见《国家卫生健康委直属和联系单位2026年度公开招聘岗位信息表》（附件，以下简称《岗位信息表》）。现将有关事项公告如下： 一、招聘对象及报名条件 （一）招聘对象 1.国内高校应届毕业生：2026年国内高校应届毕业生（不含各类委培生、定向生，含两年择业期内未落实工作单位的高校毕业生），2026年7月31日前取得毕业证、学位证。京外生源须符合人力资源社会保障部有关在京落户要求。 2.社会人员：毕业时已取得与最高学历对应的毕业证、学位证。具有北京市常住户口（不含北京高校学生集体户口）。 因在京单位落户指标及相关政策要求，部分社会招聘岗位允许符合在京落户条件的博士后出站人员报考，具体要求详见《岗位信息表》。 （二）报名条件 1.具有中华人民共和国国籍。 2.拥护并遵守中,博士要求/博士通道 / 2026发布/招聘 / 有效期线索 / 校招/应届 / 官方/单位来源 / 含博士后需区分,博士后或疑似博士后；命中硬排重基线,d99dcb952e,excluded
2026-06-09,今日新发现,B,广州,广州市卫生健康委员会,广州医科,网 分享到： 为贯彻党中央、国务院关于实施就业优先战略促进高质量充分就业的决策部署和广东省委、省政府“百万英才汇南粤”行动计划，落实市委、市政府关于人才强市的工作要,待核验,2026-03-19,2026年1月1日,见来源链接,https://wjw.gz.gov.cn/xxgk/rsxx/content/post_10732894.html,gov_or_hospital_official,2026年广州市卫生健康系统校园招聘“优才计划”公告-广州市卫生健康委员会网站  2026年广州市卫生健康系统校园招聘“优才计划”公告-广州市卫生健康委员会网站 --> 网站支持ipv6 无障碍 长者浏览模式 退出长者浏览模式 长者助手 智能咨询 市民网页 搜 索 首 页 机 构 新 闻 信 息 服 务 互 动 专 题 首页 > 信息 > 人事信息 2026年广州市卫生健康系统校园招聘“优才计划”公告 时间：2026-03-19 来源：本网 分享到： 为贯彻党中央、国务院关于实施就业优先战略促进高质量充分就业的决策部署和广东省委、省政府“百万英才汇南粤”行动计划，落实市委、市政府关于人才强市的工作要求，根据事业单位公开招聘有关规定，按照“公开、平等、竞争、择优”原则，为满足卫生健康事业发展需要，吸引优秀高校毕业生到广州市卫生健康系统工作，我市决定面向2026年毕业生公开招聘编制内医疗卫生机构工作人员。具体事宜公告如下： 一、招聘单位及岗位 （一）招聘单位包括：广州医科大学附属中医医院、广州市胸科医院、广州市疾病预防控制中心（广州市卫生监督所）、广州血液中心、广州开发区医院（广州市黄埔区人民医院）。招聘单位情况简介详见《2026年广州市卫生健康系统校园招聘“优才计划”招聘单位联系方式及网址一览表》（附件1）。 （二）本次共招聘工作人员39名。招聘岗位详见《2026年广州市卫生健康系统,高薪/管理/投研岗位类型 / 2026发布/招聘 / 有效期线索 / 校招/应届 / 薪资/待遇潜力 / 官方/单位来源,有效期需人工复核；可能要求临床/执业资质；命中硬排重基线,da463e1dca,excluded
2026-06-09,今日新发现,B,北京,中国疾控中心,中国疾控中心（中国预科,中国疾控中心（中国预科院）2026年校园招聘指南|中国疾控中心|中国预科院|双选会|招聘会|招聘指南|校园招聘|用人单位|高校毕业生_手机网易网,基础医学 / 病原生物学 / 免疫学 / 公共卫生 / 生物学,2025-12-09,,duanyh@chinacdc.cn,https://m.163.com/dy/article/KGBFU11305149B3T.html,company_or_other,中国疾控中心（中国预科院）2026年校园招聘指南|中国疾控中心|中国预科院|双选会|招聘会|招聘指南|校园招聘|用人单位|高校毕业生_手机网易网  中国疾控中心（中国预科院）2026年校园招聘指南|中国疾控中心|中国预科院|双选会|招聘会|招聘指南|校园招聘|用人单位|高校毕业生_手机网易网 网易 网易号 0 中国疾控中心（中国预科院）2026年校园招聘指南 中国疾控动态 2025-12-09 14:07 ·北京 ·中国疾控动态官方网易号 0 各有关单位： 我中心（院）2026届研究生就业工作现已启动，诚邀各用人单位前来选拔人才！ 2026年我中心（院）预计有研究生毕业生300名，其中博士生约70人、硕士生约230人，涵盖免疫学、病原生物学、放射医学、流行病与卫生统计学、劳动卫生与环境卫生学、营养与食品卫生学、儿少卫生与妇幼保健学、卫生毒理学、公共卫生等多个公共卫生与基础医学专业。我们将竭诚为您提供高效、优质的招聘服务。 一、校园招聘形式 （一）宣讲招聘会 1.招聘形式 贵单位可根据需求，选择以下一种或多种形式开展招聘活动：公众号推送招聘信息、组团式现场宣讲会、小型现场宣讲会、现场双选会、网络宣讲会、网络 双选会 。 2.申请流程 （1）请拟申请单位提前至少两周，填写《 用人单位 需求登记表》（附件1）。 （2）将登记表与单位营业执照副本（或相关资质证明/介绍信）一并通过电子邮件或,基础医学 / 病原生物学 / 免疫学 / 公共卫生 / 生物学 / 博士要求/博士通道 / 2026发布/招聘 / 有效期线索 / 校招/应届 / 官方/单位来源,命中硬排重基线,8f70a5e25f,excluded
2026-06-09,今日新发现,B,北京,中国疾病预防控制中心,中国疾病预防控制中心,中国疾病预防控制中心,传染病 / 公共卫生,,,见来源链接,https://www.chinacdc.cn/tzgg/202512/t20251208_314040.html,company_or_other,附件：1. 用人单位需求登记表 2. 报名登记二维码 中国疾控中心（中国预科院）研究生院 文件附件： 相关新闻 网站导航 国家卫生健康委员会 国家疾病预防控制局 直属单位 传染病所 病毒病所 寄生虫病所 艾防中心 慢病中心 营养所 环境所 职业卫生所 辐射安全所 改水中心 网站服务 中国疾控中心公共卫生科学数据中心 新版网站意见 --> 中国疾控中心科技文献服务系统 网站调查 --> 中国疾控中心电子采购平台 中国疾控中心微信公众号 中国疾病预防控制中心 版权所有 版权与免责声明 京ICP备11024750号-1 京公网安备 11011402013004号 中国疾控中心信息中心 内容管理与技术支持 建议使用1920*1080分辨率访问本站 地址：北京市昌平区昌百路155号 丨 邮编：102206 行政值班电话：010-58900001 丨 健康咨询电话：12320 电脑端,传染病 / 公共卫生 / 有效期线索 / 官方/单位来源,有效期需人工复核；命中硬排重基线,d13335394e,excluded
